lot_number,conditioning_count,conditioning_surface,current_experiment_key,current_wafer,next_experiment_key,next_wafer,current_mean_si_etch,current_std_si_etch,current_cv_si_etch,next_actual_mean_si_etch,CL,LCL,UCL,current_spc_alarm,next_spc_violation,next_first_spc_alarm,first_spc_alarm_wafer,pre_alarm_eligible,current_EpdIntensity_mean,current_ForeLinePressure_mean,current_ForeLinePressure_min,current_ForeLinePressure_max,current_Gas1Flow_mean,current_Gas1Flow_max,current_Gas2Flow_mean,current_Gas2Flow_std,current_Gas2Flow_min,current_Gas2Flow_max,current_Gas4Flow_mean,current_Gas4Flow_max,current_Gas5Flow_max,current_Gas7Flow_mean,current_Gas7Flow_std,current_Gas7Flow_min,current_Gas7Flow_max,current_Heater1Temp_mean,current_Heater2Temp_mean,current_Heater2Temp_std,current_Heater3Temp_mean,current_Heater3Temp_std,current_Heater3Temp_min,current_Heater3Temp_max,current_Heater4Temp_mean,current_Heater4Temp_std,current_HeliumBPFlow_mean,current_HeliumBPFlow_std,current_HeliumBPFlow_min,current_HeliumBPFlow_max,current_HeliumBPPressure_mean,current_HeliumBPPressure_min,current_HeliumBPPressure_max,current_PlatenDcBias_mean,current_PlatenDcBias_std,current_PlatenDcBias_min,current_PlatenDcBias_max,current_PlatenRFLoadCapacitor_mean,current_PlatenRFLoadCapacitor_std,current_PlatenRFLoadCapacitor_min,current_PlatenRFLoadCapacitor_max,current_PlatenRFLoadPower_max,current_PlatenRFPeakToPeak_mean,current_PlatenRFPeakToPeak_max,current_PlatenRFReflectedPower_mean,current_PlatenRFReflectedPower_std,current_PlatenRFReflectedPower_max,current_PlatenRFTuningCapacitor_mean,current_PlatenRFTuningCapacitor_std,current_PlatenRFTuningCapacitor_min,current_PlatenRFTuningCapacitor_max,current_Pressure_mean,current_Pressure_min,current_Pressure_max,current_SourceRF2PeakToPeak_mean,current_SourceRF2PeakToPeak_max,current_SourceRFLoadPower_max,current_SourceRFPeakToPeak_max,current_SourceRFReflectedPower_mean,current_SourceRFReflectedPower_std,current_moriInnerCurrent_max
2,1,Chuck,2024-07-05_08,8,2024-07-05_09,9,42.96067191011236,3.4267495520532942,0.0797648034747492,43.18773370786516,44.12283540123596,43.59039630200352,44.6552745004684,1,1,0,4.0,0,0.1230000033974647,124.88323904305165,20.752586364746094,156.55995178222656,7.126923310207093,200.0,3.906962733588171,0.1047249135713562,3.559999942779541,4.28000020980835,70.30666852222033,300.010009765625,600.0399780273438,2.054722596132672,0.0360606251891362,1.909999966621399,2.1600000858306885,1371.0150008836129,54.00027270286724,0.2438134028106256,10.187965954459411,0.0400583673030067,10.100000381469728,10.300000190734863,60.00024227663834,0.0828162730365739,1.3712492708537969,0.4081299795744753,0.1196325570344924,9.850153923034668,14.384479474029003,0.0061037018895149,14.993743896484377,3.1819084658338,10.635208467503736,-43.45835876464844,36.43910217285156,84.34159934805736,18.478560759988376,0.0,92.60231018066406,79.927978515625,517.9040157876617,983.6497192382812,3.371721747188757,7.839111873866921,226.05059814453125,28.69739626595092,3.888363531497377,24.24695587158203,50.077823638916016,0.0403493176691209,0.0006000000284984,0.0653000026941299,0.1951001396537658,56.30664825439453,2804.6357421875,3363.44482421875,142.33116050230106,187.0418757582484,10.020752906799316
2,1,Chuck,2024-07-05_09,9,2024-07-05_10,10,43.18773370786516,3.447464424166889,0.079825082915593,43.10430337078652,44.12283540123596,43.59039630200352,44.6552745004684,1,1,0,4.0,0,0.1230000033974647,126.75993556529744,20.14221572875977,156.86514282226562,7.273995696313367,200.0,4.084097363591855,0.0993964631374285,3.5999999046325684,4.320000171661377,71.34548043996125,300.010009765625,600.030029296875,2.0544177016503857,0.0401363016083363,1.9299999475479128,2.1700000762939453,1371.0142294272036,54.00381990692458,0.2437712988687604,10.200461918236808,0.006783192731991,10.199999809265137,10.300000190734863,60.00588398720112,0.0727562102471156,1.4241546162289929,0.4138765460287903,0.1159703359007835,9.74517059326172,14.374669357451417,0.0079348124563694,14.993743896484377,3.158750361303305,10.212357365721076,-34.02813720703125,31.403545379638672,85.95560562412311,13.955793934298963,7.205420017242432,92.40699768066406,79.8822021484375,525.4593472671744,981.7957153320312,3.353721880261601,7.635249888286498,221.4270477294922,28.778223872111305,3.893257409870013,24.26831817626953,50.12360000610352,0.0406019405447645,0.0006000000284984,0.0771999955177307,0.144600946375858,54.93331527709961,2806.146484375,3358.714599609375,136.93916745297724,177.4285058144344,10.022767066955566
3,9,Chuck,2024-07-09_03,3,2024-07-09_04,4,44.266009562584266,3.726089616354972,0.0841749607243667,44.079486308876405,44.11836947966293,43.58593038043048,44.650808578895365,0,0,0,7.0,1,0.1230000033974647,128.17097259970274,21.97332763671875,158.08587646484375,7.25378503275718,200.0,4.083144457846155,0.1064306059811939,3.7300000190734863,4.349999904632568,71.35023404946214,300.010009765625,600.0399780273438,1.9499538089812705,0.0383625692826132,1.830000042915344,2.059999942779541,1371.0137324026264,54.90511191379558,0.177937835692937,10.152664077660102,0.049936385249055,10.100000381469728,10.199999809265137,60.00372630014469,0.0760317163863093,1.3361366286961012,0.3909818825279109,0.1245155185461044,9.289834022521973,14.37468877008393,0.0,14.993133544921877,3.376595337353452,12.465341442730097,-34.974212646484375,37.62932205200195,86.17927225134649,14.000648883259425,7.776116371154785,92.6938705444336,80.0653076171875,525.3793595539888,980.0790405273438,3.373300992076328,7.898260551332114,221.06082153320312,28.63102749717908,3.908916911067577,24.22254180908203,50.077823638916016,0.0406020322981946,0.0006000000284984,0.0758000016212463,0.0995822621008635,55.69628143310547,2803.79638671875,3371.684814453125,137.1092787525715,177.32939719925568,10.016724586486816
3,9,Chuck,2024-07-09_04,4,2024-07-09_05,5,44.079486308876405,3.6802060420349054,0.0834902207400228,43.97683269134832,44.11836947966293,43.58593038043048,44.650808578895365,0,0,0,7.0,1,0.1230000033974647,128.03431112361682,21.362957000732425,157.78070068359375,7.270822306139802,200.0,3.998478616462475,0.1275088118828539,3.559999942779541,4.380000114440918,71.40705889074432,300.010009765625,600.0499877929688,2.0305635675783336,0.0350901545531867,1.919999957084656,2.119999885559082,1371.014594526558,54.89944538954114,0.1745502520804253,10.13021271714145,0.046985782461583,10.100000381469728,10.300000190734863,60.00951621405411,0.0768599741553652,1.3949445827391136,0.4054146195664478,0.1135288551449775,9.57670783996582,14.374612634256367,0.0024414807558059,14.993133544921877,3.610019170140207,11.011518079258012,-34.11969375610352,31.495101928710938,86.00044819373956,13.928335803793528,7.913449287414551,92.46192932128906,79.927978515625,526.3651398898713,982.7570190429688,3.408688185438812,7.89791230835085,223.303939819336,28.694309008462927,3.890074235119343,24.26221466064453,49.93743515014648,0.0405923618201062,0.0006000000284984,0.0756999999284744,0.1768889290610202,56.00146484375,2807.4892578125,3369.243408203125,137.1553809486919,177.30151864551354,10.018738746643066
3,9,Chuck,2024-07-09_05,5,2024-07-09_06,6,43.97683269134832,3.617573040407448,0.0822608819011002,43.70646829337079,44.11836947966293,43.58593038043048,44.650808578895365,0,0,0,7.0,1,0.1230000033974647,129.94886401598816,21.362957000732425,157.78070068359375,7.407427230621914,200.0,4.051101736283638,0.1202998078666802,3.619999885559082,4.389999866485596,72.50805317601233,300.010009765625,600.010009765625,2.060122017345518,0.0388857305116886,1.950000047683716,2.1600000858306885,1371.014863350022,54.90544567914076,0.1581679441704434,10.174522655707944,0.0456843804428274,10.100000381469728,10.300000190734863,60.0071984985065,0.0710290273283531,1.3805950917688334,0.4118252770884874,0.1196325570344924,9.731741905212402,14.364502580363611,0.0,14.993133544921877,3.1512964000910846,9.677537684874784,-33.47880554199219,33.021026611328125,87.76108893572072,7.540749961502237,35.36790084838867,92.55043029785156,79.8822021484375,536.0467439797749,981.177734375,3.397784707261503,10.321123597518891,378.9941101074219,28.779618237873013,3.851777326725363,26.30085182189941,50.138858795166016,0.0408784034262966,0.0006000000284984,0.064699999988079,0.2181189857924674,56.45924377441406,2807.4892578125,3370.61669921875,135.19492600548529,164.41611560197336,10.038880348205566
3,9,Chuck,2024-07-09_06,6,2024-07-09_07,7,43.70646829337079,3.612516559788651,0.0826540487220419,43.58551297651685,44.11836947966293,43.58593038043048,44.650808578895365,0,1,1,7.0,1,0.1230000033974647,127.9679836718594,21.97332763671875,157.78070068359375,7.223074555077412,200.0,4.124497849120083,0.0947111601578522,3.829999923706055,4.389999866485596,71.37297902218837,300.010009765625,600.030029296875,2.0704558950401863,0.0393456620160436,1.909999966621399,2.1600000858306885,1371.0122582511408,54.89963002066809,0.1755633416083501,10.186167488109897,0.0371100898379709,10.100000381469728,10.300000190734863,60.00699294531558,0.0762586365062662,1.4325937437087537,0.4016959571036782,0.1171910762786865,9.421673774719238,14.379330254469162,0.0,14.993743896484377,3.2608359851590367,8.891732874168772,-34.88265609741211,32.166507720947266,85.76422660378711,13.862963723671657,7.934812545776367,92.24829864501952,79.927978515625,526.9005215281112,982.4823608398438,3.295279778154522,7.550589662376933,217.94793701171875,28.772351470613508,3.880102334607528,24.26831817626953,49.94354248046875,0.040605976226572,0.0006000000284984,0.069300003349781,0.1310152275945695,55.69628143310547,2805.978515625,3368.327880859375,138.9415427088228,178.56725304397278,10.018738746643066
3,9,Chuck,2024-07-09_07,7,2024-07-09_08,8,43.58551297651685,3.5956182045580425,0.0824957183937539,43.50429716483146,44.11836947966293,43.58593038043048,44.650808578895365,1,1,0,7.0,0,0.1230000033974647,127.97700960226288,21.97332763671875,157.78070068359375,7.236598899641929,200.0,3.964035770735914,0.1053639139410027,3.390000104904175,4.269999980926514,71.13867828514695,300.010009765625,600.02001953125,2.0683086309914813,0.034521654808809,1.899999976158142,2.1700000762939453,1371.0140754290735,54.90234096947821,0.1806011885896641,10.177510720451012,0.0417573235924263,10.100000381469728,10.199999809265137,60.01201448657964,0.0730389362462543,1.3904398426698157,0.4084838244191339,0.1269569993019104,9.712210655212402,14.374502388610104,0.0,14.993133544921877,2.897378029238641,8.49707688723437,-34.974212646484375,31.55613899230957,85.79443665587895,13.939185731657608,7.672353267669678,92.34290313720705,79.927978515625,526.5844987268736,982.551025390625,3.296887502467888,7.355475308829471,215.56748962402344,28.78337043872676,3.868042953653967,24.27442169189453,50.07477188110352,0.0405888782620263,0.0006000000284984,0.0794000029563903,0.1143738963467356,57.222206115722656,2805.810791015625,3369.548583984375,141.29426039730097,178.2506254842422,10.020752906799316
3,9,Chuck,2024-07-09_08,8,2024-07-09_09,9,43.50429716483146,3.580641267962553,0.0823054617891199,43.42807412224719,44.11836947966293,43.58593038043048,44.650808578895365,1,1,0,7.0,0,0.1230000033974647,127.91635403987036,21.362957000732425,157.78070068359375,7.178740376275013,200.0,3.927653249241882,0.1130282980851999,3.5299999713897705,4.309999942779541,71.34260239719617,300.010009765625,600.02001953125,2.041404336057592,0.0388338525036396,1.8899999856948853,2.1600000858306885,1371.016595885685,54.903602938450845,0.1926782325605114,10.173575577531771,0.0461477018460005,10.100000381469728,10.300000190734863,60.007914639194816,0.0840046265438748,1.3748630840190197,0.4062127578168291,0.1220740377902984,9.678030014038086,14.37473388797881,0.0061037018895149,14.993743896484377,3.209020803772856,8.19341135222976,-39.73509979248047,32.013916015625,85.68780023926105,13.897617780908728,7.129123687744141,92.44972229003906,79.8822021484375,528.2940024143004,983.3750610351562,3.386060111439197,7.4972926635786195,222.93771362304688,28.79678524241728,3.846973441900151,24.24085235595703,49.93743515014648,0.040570002716328,0.0006000000284984,0.0784000009298324,0.194371042818446,56.45924377441406,2803.29296875,3410.443359375,140.89953310334263,178.82283007358012,10.018738746643066
3,9,Chuck,2024-07-09_09,9,2024-07-09_10,10,43.42807412224719,3.5553391158461136,0.0818672986934227,42.98307262797753,44.11836947966293,43.58593038043048,44.650808578895365,1,1,0,7.0,0,0.1230000033974647,127.86700936820569,21.362957000732425,157.78070068359375,7.290098553345589,200.0,3.931259654579362,0.1076740681399658,3.5199999809265137,4.25,71.3438095745344,300.010009765625,600.02001953125,2.030772992527077,0.0347801545591374,1.909999966621399,2.150000095367432,1371.0141942547327,54.90215535776264,0.2049938106371393,10.192485223375984,0.0263666340872397,10.100000381469728,10.199999809265137,60.00104685772519,0.0804640739778402,1.488707369768807,0.4359740501263749,0.1232947781682014,9.823297500610352,14.37472354692172,0.0024414807558059,14.993743896484377,2.900677647192661,7.88088921481865,-35.187843322753906,30.762657165527344,85.73451325046784,13.91304221576548,6.985686779022217,92.51686096191406,79.8822021484375,527.2026105856653,980.7656860351562,3.3937155921407984,7.4408544516611315,219.0923767089844,28.79508683627886,3.874258583299593,24.1859188079834,50.114444732666016,0.0406085306050802,0.0006000000284984,0.0781999975442886,0.0484047817163258,55.69628143310547,2804.8037109375,3361.461181640625,138.4878376903036,178.13448857756416,10.018738746643066
4,3,Si,2024-07-11_03,3,2024-07-11_04,4,44.32450595134832,3.668143649233856,0.0827565602933082,43.998570636404494,44.33190473531835,43.79946563608591,44.8643438345508,0,0,0,6.0,1,0.1230000033974647,129.93157513040893,22.27851104736328,158.08587646484375,7.434403763404218,200.0,3.988710511271756,0.1397424586273495,3.470000028610229,4.46999979019165,72.5619686784762,300.010009765625,600.030029296875,2.0402816529938126,0.0387829023852286,1.899999976158142,2.150000095367432,1371.0126729615977,54.71007823078472,0.1515272095460214,10.184100056739291,0.0365729773605297,10.100000381469728,10.199999809265137,59.703568162753925,0.06839089948115,1.3065337882355346,0.3930925404266033,0.1269569993019104,9.328898429870604,14.364885243315232,0.0024414807558059,14.993743896484377,4.315030686582944,14.20248780913128,-33.936580657958984,38.75850677490234,87.8544574504727,7.562753375542266,35.32822799682617,92.31848907470705,80.24842071533203,535.8935501218028,980.2163696289062,3.3774103762783074,10.122825512140182,398.1749877929688,28.662707061051204,3.9114197153372254,26.29780006408692,49.93743515014648,0.0408586538915999,0.0006000000284984,0.0644999966025352,0.08262444676741,53.71257781982422,2804.468017578125,3368.327880859375,132.9336714534949,164.38437703097526,10.018738746643066
