test_lot,rank,feature,mi_score
9,59,current_SourceRF2PeakToPeak_mean,0.0
9,60,current_SourceRFPeakToPeak_max,0.0
9,61,current_SourceRFReflectedPower_std,0.0
10,1,current_Heater2Temp_mean,0.23007227324983348
10,2,current_Gas7Flow_min,0.20098586945754704
10,3,current_PlatenRFReflectedPower_std,0.19887555552905134
10,4,current_Gas7Flow_mean,0.1982623585886789
10,5,current_HeliumBPFlow_mean,0.15213929049627684
10,6,current_HeliumBPFlow_min,0.15174248290695558
10,7,current_PlatenDcBias_min,0.13668961016128844
10,8,current_HeliumBPPressure_min,0.12792010059526815
10,9,current_HeliumBPFlow_max,0.09054000594244682
10,10,current_SourceRF2PeakToPeak_max,0.07997988237148723
10,11,current_ForeLinePressure_min,0.0757426026233714
10,12,current_SourceRFLoadPower_max,0.07413746533641596
10,13,current_SourceRFReflectedPower_mean,0.07062335318594015
10,14,current_PlatenRFLoadPower_max,0.06371314218482005
10,15,current_Gas1Flow_max,0.06361778299855159
10,16,current_Heater1Temp_mean,0.06293281140448936
10,17,current_moriInnerCurrent_max,0.055499133970811965
10,18,current_Heater2Temp_std,0.05466963706124184
10,19,current_Pressure_min,0.05286008485343463
10,20,current_PlatenRFReflectedPower_mean,0.05184364991707269
10,21,current_PlatenRFTuningCapacitor_std,0.05144900850471812
10,22,current_Gas7Flow_max,0.050638932826912786
10,23,current_PlatenRFTuningCapacitor_mean,0.045804104979413784
10,24,current_Gas2Flow_max,0.04466963706124161
10,25,current_PlatenRFPeakToPeak_max,0.044596335046622526
10,26,current_PlatenDcBias_mean,0.043685242667756974
10,27,current_Heater4Temp_mean,0.0373143389678352
10,28,current_HeliumBPPressure_max,0.03600612143248583
10,29,current_PlatenRFReflectedPower_max,0.028071738134324953
10,30,current_HeliumBPFlow_std,0.014573901339978379
10,31,current_PlatenRFLoadCapacitor_min,0.010240503712181548
10,32,current_Pressure_max,0.008169796641474658
10,33,current_SourceRF2PeakToPeak_mean,0.007325186705955611
10,34,current_PlatenDcBias_max,0.006052646115233262
10,35,current_Gas2Flow_std,0.0034905290878755046
10,36,current_EpdIntensity_mean,0.0
10,37,current_ForeLinePressure_max,0.0
10,38,current_ForeLinePressure_mean,0.0
10,39,current_Gas1Flow_mean,0.0
10,40,current_Gas2Flow_mean,0.0
10,41,current_Gas2Flow_min,0.0
10,42,current_Gas4Flow_max,0.0
10,43,current_Gas4Flow_mean,0.0
10,44,current_Gas5Flow_max,0.0
10,45,current_Gas7Flow_std,0.0
10,46,current_Heater3Temp_max,0.0
10,47,current_Heater3Temp_mean,0.0
10,48,current_Heater3Temp_min,0.0
10,49,current_Heater3Temp_std,0.0
10,50,current_Heater4Temp_std,0.0
10,51,current_HeliumBPPressure_mean,0.0
10,52,current_PlatenDcBias_std,0.0
10,53,current_PlatenRFLoadCapacitor_max,0.0
10,54,current_PlatenRFLoadCapacitor_mean,0.0
10,55,current_PlatenRFLoadCapacitor_std,0.0
10,56,current_PlatenRFPeakToPeak_mean,0.0
10,57,current_PlatenRFTuningCapacitor_max,0.0
10,58,current_PlatenRFTuningCapacitor_min,0.0
10,59,current_Pressure_mean,0.0
10,60,current_SourceRFPeakToPeak_max,0.0
10,61,current_SourceRFReflectedPower_std,0.0
