lot_number,conditioning_count,conditioning_surface,current_wafer,next_wafer,prediction_horizon_wafers,pre_alarm_eligible,current_mean_si_etch,next_actual_mean_si_etch,CL,LCL,UCL,current_spc_alarm,current_spc_status,predicted_risk,ai_warning,next_spc_violation,next_actual_status,next_first_spc_alarm,successful_first_alarm_one_step_warning,system_status,warning_result,engineer_action,top1_process,top1_value,top1_shap,top2_process,top2_value,top2_shap,top3_process,top3_value,top3_shap,process_explanation
5,1,Si,8,9,1,0,43.17212696629213,43.233769856629216,43.96169288389513,43.42925378466269,44.49413198312757,1,ALARM,0.9727233052253724,True,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,HeliumBPFlow_mean,1.3897796517262688,0.5048907399177551,PlatenRFReflectedPower_std,6.4311692896363,0.3685272932052612,HeliumBPFlow_min,0.1220740377902984,0.244872972369194,"HeliumBPFlow_mean (value=1.3898, SHAP=+0.505) | PlatenRFReflectedPower_std (value=6.4312, SHAP=+0.369) | HeliumBPFlow_min (value=0.1221, SHAP=+0.245)"
5,1,Si,9,10,1,0,43.233769856629216,43.02462584269663,43.96169288389513,43.42925378466269,44.49413198312757,1,ALARM,0.954643726348877,True,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,HeliumBPFlow_mean,1.3366602845198483,0.4016775488853454,HeliumBPPressure_min,0.0067140720784664,0.2788233160972595,HeliumBPFlow_min,0.1220740377902984,0.244872972369194,"HeliumBPFlow_mean (value=1.3367, SHAP=+0.402) | HeliumBPPressure_min (value=0.0067, SHAP=+0.279) | HeliumBPFlow_min (value=0.1221, SHAP=+0.245)"
6,9,Si,3,4,1,1,44.066997752808994,43.89461797752809,44.00474981273408,43.47231071350164,44.53718891196653,0,NORMAL,0.0444385297596454,False,0,NORMAL,0,False,NORMAL,CORRECT NORMAL,CONTINUE MONITORING,Gas7Flow_mean,1.9323960599585024,0.1415783613920211,Gas7Flow_min,1.7999999523162842,0.0047074286267161,,,,"Gas7Flow_mean (value=1.9324, SHAP=+0.142) | Gas7Flow_min (value=1.8000, SHAP=+0.005)"
6,9,Si,4,5,1,1,43.89461797752809,43.69129550561797,44.00474981273408,43.47231071350164,44.53718891196653,0,NORMAL,0.0804897993803024,False,0,NORMAL,0,False,NORMAL,CORRECT NORMAL,CONTINUE MONITORING,HeliumBPPressure_min,0.0079348124563694,0.3313270509243011,Gas7Flow_mean,1.9966923304253223,0.1415783613920211,Gas7Flow_min,1.870000004768372,0.0047074286267161,"HeliumBPPressure_min (value=0.0079, SHAP=+0.331) | Gas7Flow_mean (value=1.9967, SHAP=+0.142) | Gas7Flow_min (value=1.8700, SHAP=+0.005)"
6,9,Si,5,6,1,1,43.69129550561797,43.231184269662926,44.00474981273408,43.47231071350164,44.53718891196653,0,NORMAL,0.1638308316469192,False,1,SPC VIOLATION,1,False,NORMAL,MISSED EARLY WARNING,CONTINUE MONITORING,HeliumBPPressure_min,0.0054933317005634,0.1566188931465149,HeliumBPFlow_mean,1.3456955341483368,0.0924105420708656,Gas7Flow_mean,2.064038774920186,0.070543460547924,"HeliumBPPressure_min (value=0.0055, SHAP=+0.157) | HeliumBPFlow_mean (value=1.3457, SHAP=+0.092) | Gas7Flow_mean (value=2.0640, SHAP=+0.071)"
6,9,Si,6,7,1,0,43.231184269662926,42.97732808988764,44.00474981273408,43.47231071350164,44.53718891196653,1,ALARM,0.3595528900623321,False,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,HeliumBPPressure_min,0.0079348124563694,0.3398447632789612,HeliumBPFlow_mean,1.3523304185380638,0.1102885827422142,Gas7Flow_min,1.9299999475479128,0.0123062375932931,"HeliumBPPressure_min (value=0.0079, SHAP=+0.340) | HeliumBPFlow_mean (value=1.3523, SHAP=+0.110) | Gas7Flow_min (value=1.9300, SHAP=+0.012)"
6,9,Si,7,8,1,0,42.97732808988764,43.32931011235955,44.00474981273408,43.47231071350164,44.53718891196653,1,ALARM,0.13458913564682,False,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,HeliumBPFlow_mean,1.3320202323805208,0.0719090327620506,,,,,,,"HeliumBPFlow_mean (value=1.3320, SHAP=+0.072)"
6,9,Si,8,9,1,0,43.32931011235955,43.23398539325843,44.00474981273408,43.47231071350164,44.53718891196653,1,ALARM,0.8580193519592285,True,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,PlatenRFReflectedPower_std,7.62580295726012,1.419218897819519,HeliumBPPressure_min,0.0079348124563694,0.3019831478595733,,,,"PlatenRFReflectedPower_std (value=7.6258, SHAP=+1.419) | HeliumBPPressure_min (value=0.0079, SHAP=+0.302)"
6,9,Si,9,10,1,0,43.23398539325843,43.2034202247191,44.00474981273408,43.47231071350164,44.53718891196653,1,ALARM,0.4554062187671661,False,1,SPC VIOLATION,0,False,SPC ALARM,POST-FIRST-SPC,ENGINEER ACTION REQUIRED,HeliumBPPressure_min,0.0067140720784664,0.3019831478595733,,,,,,,"HeliumBPPressure_min (value=0.0067, SHAP=+0.302)"
7,3,SiO2,3,4,1,1,43.68900561797753,43.76099325842696,43.87698951310861,43.34455041387617,44.40942861234105,0,NORMAL,0.0721927434206008,False,0,NORMAL,0,False,NORMAL,CORRECT NORMAL,CONTINUE MONITORING,SourceRFReflectedPower_mean,142.71922388805623,0.1757034659385681,Heater2Temp_mean,54.721158385240656,0.0177852939814329,,,,"SourceRFReflectedPower_mean (value=142.7192, SHAP=+0.176) | Heater2Temp_mean (value=54.7212, SHAP=+0.018)"
7,3,SiO2,4,5,1,1,43.76099325842696,43.5520786516854,43.87698951310861,43.34455041387617,44.40942861234105,0,NORMAL,0.0803787037730217,False,0,NORMAL,0,False,NORMAL,CORRECT NORMAL,CONTINUE MONITORING,SourceRFReflectedPower_mean,141.50740330887504,0.1664444208145141,Heater2Temp_mean,54.71118021202263,0.0177852939814329,,,,"SourceRFReflectedPower_mean (value=141.5074, SHAP=+0.166) | Heater2Temp_mean (value=54.7112, SHAP=+0.018)"
7,3,SiO2,5,6,1,1,43.5520786516854,43.370857303370784,43.87698951310861,43.34455041387617,44.40942861234105,0,NORMAL,0.6734336018562317,True,0,NORMAL,0,False,EARLY WARNING,FALSE EARLY WARNING,ENGINEER REVIEW REQUIRED,HeliumBPPressure_min,0.0054933317005634,0.6575644612312317,Heater2Temp_std,0.228315440491125,0.1522638350725174,PlatenDcBias_min,-60.701316833496094,0.0184328146278858,"HeliumBPPressure_min (value=0.0055, SHAP=+0.658) | Heater2Temp_std (value=0.2283, SHAP=+0.152) | PlatenDcBias_min (value=-60.7013, SHAP=+0.018)"
8,3,SiO2,3,4,1,1,43.71542808988764,43.83268764044944,43.78535622906367,43.252917129831225,44.31779532829611,0,NORMAL,0.1107118278741836,False,0,NORMAL,0,False,NORMAL,CORRECT NORMAL,CONTINUE MONITORING,PlatenRFPeakToPeak_max,982.7570190429688,0.1587643772363662,ForeLinePressure_mean,126.12842852104932,0.0286543238908052,,,,"PlatenRFPeakToPeak_max (value=982.7570, SHAP=+0.159) | ForeLinePressure_mean (value=126.1284, SHAP=+0.029)"
