test_lot,lot_number,current_wafer,next_wafer,actual_target,prediction,predicted_risk,pre_alarm_eligible,next_first_spc_alarm,feature,feature_clean,feature_value,shap_value,abs_shap
2,2,6,7,1,1,0.9627556204795837,0,0,current_Gas7Flow_min,Gas7Flow_min,1.899999976158142,0.0561896488070488,0.0561896488070488
2,2,6,7,1,1,0.9627556204795837,0,0,current_Gas7Flow_mean,Gas7Flow_mean,2.060505034852329,0.07402144372463226,0.07402144372463226
2,2,6,7,1,1,0.9627556204795837,0,0,current_HeliumBPFlow_mean,HeliumBPFlow_mean,1.4346553014036616,0.31572645902633667,0.31572645902633667
2,2,6,7,1,1,0.9627556204795837,0,0,current_PlatenRFTuningCapacitor_std,PlatenRFTuningCapacitor_std,3.862639868980321,0.10764317214488983,0.10764317214488983
2,2,6,7,1,1,0.9627556204795837,0,0,current_PlatenRFLoadCapacitor_min,PlatenRFLoadCapacitor_min,7.55943489074707,0.0,0.0
2,2,6,7,1,1,0.9627556204795837,0,0,current_HeliumBPFlow_max,HeliumBPFlow_max,9.768364906311035,-0.019149132072925568,0.019149132072925568
2,2,6,7,1,1,0.9627556204795837,0,0,conditioning_surface_Chuck,conditioning_surface_Chuck,1.0,0.0,0.0
2,2,6,7,1,1,0.9627556204795837,0,0,conditioning_surface_Si,conditioning_surface_Si,0.0,-0.07178181409835815,0.07178181409835815
2,2,6,7,1,1,0.9627556204795837,0,0,conditioning_surface_SiO2,conditioning_surface_SiO2,0.0,0.25454360246658325,0.25454360246658325
2,2,7,8,1,1,0.9682318568229675,0,0,current_wafer,wafer,7.0,0.7241768836975098,0.7241768836975098
2,2,7,8,1,1,0.9682318568229675,0,0,current_mean_si_etch,mean_si_etch,43.29778764044944,0.29189741611480713,0.29189741611480713
2,2,7,8,1,1,0.9682318568229675,0,0,current_std_si_etch,std_si_etch,3.45002615253,0.22243276238441467,0.22243276238441467
